restaurant_id,restaurant_name,description,facebook,instagram,restaurant_website,telephone_number,cuisines,other_dish_tags,low_count_exclusion,is_chain,is_excluded,is_excluded_regex
3515a5ce-cfb7-4010-a6a8-a7a8ebb15230,la victoria taqueria,,,,https://products-latino-la-victoria.business.site/,+1 804-716-9060,mexican,,0.0,0,0,1
351f588d-7e8d-484a-9380-85ab6bdf34fe,heritage on main street,"With a real love for quality American fare and the drive to liven up his community, Kris opened Heritage on Main Street in 2012. We're proud of our home cooking, and once you bite into one of our sizzling fresh burgers, steaks, and salads we're sure you'll understand why. As a whole, we offer a full-service experience with 22 taps of beer, an expansive menu, and family-friendly space. Since every dish is made to order, we'll make adjustments when needed so every member of your group receives a totally filling meal",https://www.facebook.com/heritageonmain/,https://www.instagram.com/heritageonmainstreet/,http://www.heritageonmainstreet.com/,+1 540-946-6166,american,"Gluten Free Options, Vegetarian Friendly",0.0,0,0,0
35217f95-b116-496c-b872-502370b1beef,ashburn kabob,Ashburn Kabob opened in February of 2016,,,http://www.ashburnkabob.com,+1 703-729-7300,afghan,burger,0.0,0,0,0
35233e37-b187-4b56-a375-37dc825f9100,thirsty's bar grill,Come quench your thirst at RVA's very own Cajun themed bar and grill. We offer authentic Cajun cuisine and specialty drinks that won't leave you parched.,,,http://www.thirstysbarrva.com/,+1 804-918-3080,american,,0.0,0,1,1
352b9756-5710-4612-bd8d-ce473d5e1be7,le yaca,"Le Yaca began in 1964 in Courchevel, a tiny, country village in the French Alps. Daniele Bourderau & Gerard decided it would be fun to open a small restaurant. When friends learned of their plans, they told the hopeful restaurateurs they were crazy to think people would drive eight kilometers on a winding, icy road for dinner. Daniele and Gerard hesitated for three months and then decided, ""yaca le faire,"" a contraction of the French phrase ""il n'y a qu'a le faire,"" which basically means, ""let's do it."" They called the restaurant Le Yaca as a gag, but the name caught on with customers who were amused by the pun and contributed to the restaurant's lore by inventing ""yaca-isms"" of their own: yaca y aller (let's go). Daniele came to the United States and opened Le Yaca in Williamsburg. Daniel Abid bought Le Yaca in 2001. Daniel worked and trained in such prestigious places as ""Le Pre Catelan"" and ""Lenotre"" in Paris; ""L'Amandier"" and ""Roger Verge,"" and to top it all off, ""Alain Ducasse.""",,,http://www.leyacawilliamsburg.com/,+1 757-220-3616,french,"Gluten Free Options, Vegan Options, Vegetarian Friendly",0.0,0,0,0
352e5cac-b048-461c-aaa2-c19d5d0e36cf,the blue lagoon,,,,https://blue-lagoon-bar-grill.business.site,+1 757-800-3201,caribbean,,0.0,0,0,0
3538beff-6e4b-423c-8dbd-a77ab90a725e,ray's ny pizza,,,,https://www.raysnypizzas.com,+1 757-490-0060,italian,,0.0,0,1,0
353b2e31-a0e6-4f1d-a9ff-aa1ac969e16d,little caesars pizza,"Headquartered in Detroit, Michigan, Little Caesars was founded by Mike and Marian Ilitch in 1959 as a single, family-owned restaurant. The global chain that Little Caesars is today began with a blind date between Mike Ilitch and Marian Bayoff that was arranged by Mike's father in 1954. Within just a matter of months, the couple was married. Mike and Marian Ilitch invested their life savings into their first pizza store in Garden City, Michigan, a suburb of Detroit. The first franchise opened in Warren, Michigan in 1962. The business decision to expand through franchising paved the way for Little Caesars to become the fastest growing pizza chain in the U.S. and an internationally known brand.*Today, Little Caesars is the third largest pizza chain in the world, with stores in each of the 50 U.S. states and 27 countries and territories.",,,https://littlecaesars.com/en-us/store/8942,+1 757-747-2150,italian,salad,0.0,1,1,1
353cf69e-0171-41ca-9cfa-f77beb8efe2f,mcdonald's,"We are monitoring all local, state and federal regulations to provide customers with contactless ordering options. While some restaurants may have dining rooms open, others are serving customers through the Drive Thru, with Mobile Order & Pay on the McDonald's App, and with McDelivery. McDonald's remains committed to following the data and science with safety as our top priority. In response to the CDC's guidance, crew and customers will be required to resume wearing masks inside U.S. restaurants in areas with high or substantial transmission, regardless of vaccination status. Masks are always required for customers and crew who are not vaccinated. In addition to performing deep cleaning, safety shields are also in place for protection.",,,http://www.mcdonalds.com,+1 703-421-8814,american,burger,0.0,1,0,0
35449d22-e591-457b-95e6-b1f124164176,chick fil a,"Chick-fil-A, Inc. is a family-owned business known for its customer service, clever cow advertising and delicious food. Founded in the early 1960s by the late S. Truett Cathy, the company has grown from humble beginnings. Credited with inventing the boneless chicken breast sandwich, Cathy first served his now famous Chick-fil-A Chicken Sandwich inside his original 1946 diner, the Dwarf Grill. Today, the family business has expanded to partner with other families, who throughout communities in 43 states and Washington, D.C. own and operate 2,000 Chick-fil-A restaurants. While the Chick-fil-A Chicken Sandwich remains a menu staple, Chick-fil-A also serves a variety of menu items that include Chick-fil-A Waffle Potato Fries, salads, wraps and hand-spun milkshakes and Icedream.",,,https://www.chick-fil-a.com/locations/va/monticello-marketplace,+1 757-564-6801,american,dessert,0.0,1,0,0
35453426-f1d4-4478-ab5c-6b39f8ec500e,lakeside deli,,,,,+1 804-349-0979,,deli,0.0,0,0,1
35564c4d-cfa5-4d16-a49a-4862b8be8c5b,kahill's restaurant pub,started as a small local(renovated old country store) restaurant/pub with unique flavor built a new building 2004 with same atmosphere,,,http://kahillsrestaurantandpub.com,+1 434-447-6941,armenian,"Gluten Free Options, Vegetarian Friendly, steakhouse",0.0,0,0,1
3561e0aa-1796-45aa-af05-6d806015f2e3,little caesars pizza,"Headquartered in Detroit, Michigan, Little Caesars was founded by Mike and Marian Ilitch in 1959 as a single, family-owned restaurant. The global chain that Little Caesars is today began with a blind date between Mike Ilitch and Marian Bayoff that was arranged by Mike's father in 1954. Within just a matter of months, the couple was married. Mike and Marian Ilitch invested their life savings into their first pizza store in Garden City, Michigan, a suburb of Detroit. The first franchise opened in Warren, Michigan in 1962. The business decision to expand through franchising paved the way for Little Caesars to become the fastest growing pizza chain in the U.S. and an internationally known brand.*Today, Little Caesars is the third largest pizza chain in the world, with stores in each of the 50 U.S. states and 27 countries and territories.",,,https://littlecaesars.com/en-us/store/1876,+1 804-526-4711,italian,salad,0.0,1,1,1
35625fee-784b-4f62-8668-653421fae98c,little ceasars,"Headquartered in Detroit, Michigan, Little Caesars was founded by Mike and Marian Ilitch in 1959 as a single, family-owned restaurant. The global chain that Little Caesars is today began with a blind date between Mike Ilitch and Marian Bayoff that was arranged by Mike's father in 1954. Within just a matter of months, the couple was married. Mike and Marian Ilitch invested their life savings into their first pizza store in Garden City, Michigan, a suburb of Detroit. The first franchise opened in Warren, Michigan in 1962. The business decision to expand through franchising paved the way for Little Caesars to become the fastest growing pizza chain in the U.S. and an internationally known brand.*Today, Little Caesars is the third largest pizza chain in the world, with stores in each of the 50 U.S. states and 27 countries and territories.",,,https://littlecaesars.com/en-us/store/10788,+1 757-903-2154,,,0.0,0,0,0
356d85ee-2189-4f07-a729-fad2d7af1440,mcdonald's,"We are monitoring all local, state and federal regulations to provide customers with contactless ordering options. While some restaurants may have dining rooms open, others are serving customers through the Drive Thru, with Mobile Order & Pay on the McDonald's App, and with McDelivery. McDonald's remains committed to following the data and science with safety as our top priority. In response to the CDC's guidance, crew and customers will be required to resume wearing masks inside U.S. restaurants in areas with high or substantial transmission, regardless of vaccination status. Masks are always required for customers and crew who are not vaccinated. In addition to performing deep cleaning, safety shields are also in place for protection.",,,http://www.mcdonalds.com,+1 434-525-2758,american,burger,0.0,1,0,0
356ed1cd-31ed-449a-be0b-3753322c15ca,iron chef,,,,https://www.ironchefsuffolkva.com,+1 757-923-5688,"japanese, asian",Vegetarian Friendly,0.0,0,0,0
358be19a-7515-4d11-b69c-01befa7df136,jamestown pie company,"Totaly own by family ,new and better management, better and great taste guaranteeing best quality service :)",,,https://buyapie.com,+1 757-229-7775,american,dessert,0.0,0,0,0
35934bba-d933-47d8-89fa-358fad413b69,nando's peri peri,"PERi-PERi, also known as the African Bird's Eye Chili, is the key to our legendary, South African flame-grilled PERi-PERi chicken. We mix PERi-PERi with salt, garlic, lemon, onion, oil, and vinegar to make our signature sauce. Then we marinate our chicken in it for 24 hours. You choose the heat!",,,https://www.nandosperiperi.com/find/reston,+1 571-665-5806,"european, portuguese, african",burger,0.0,1,0,0
3597a0fa-60df-46b5-acf2-e5dfa2ab4f1a,mcdonald's,"We are monitoring all local, state and federal regulations to provide customers with contactless ordering options. While some restaurants may have dining rooms open, others are serving customers through the Drive Thru, with Mobile Order & Pay on the McDonald's App, and with McDelivery. McDonald's remains committed to following the data and science with safety as our top priority. In response to the CDC's guidance, crew and customers will be required to resume wearing masks inside U.S. restaurants in areas with high or substantial transmission, regardless of vaccination status. Masks are always required for customers and crew who are not vaccinated. In addition to performing deep cleaning, safety shields are also in place for protection.",,,http://www.mcdonalds.com,+1 540-828-3841,american,burger,0.0,1,0,0
3598b0da-2797-4649-b721-a599fc69e101,don churro cafe,"Don Churro Cafe is a fun and colorful restaurant in Chantilly, Washington, D.C. It received the Opentable.com Diner's Choice Award in 2013 and 2015 for fantastic food in a friendly atmosphere. The brightly painted walls, authentic South American artwork and traditional Latino menu create an appealing environment for a casual lunch or dinner. At Don Churro Cafe, different South American cultures are celebrated throughout the year during significant holidays. Each dish from Don Churro Cafe is inspired by Latin American or Spanish cuisine. Some dishes are a mix of traditional foods from these areas, while others have a modern take on old-fashioned favorites. The namesake foods offered at the restaurant are the classic churros, cooked with dulce de leche or served plain. The main menu has hot and cold tapas, soups, salads and sandwiches along with a variety of rice, bean, tortilla and cheese dishes with steak or chicken.",http://www.facebook.com/donchurrocafe,,http://www.donchurrocafe.com/,+1 703-378-1211,"spanish, peruvian, latin",salad,0.0,0,0,1
359e1296-cb88-427d-b1a8-f930d000b789,el charro mexican grill,,,,http://elcharrogrillmexicanrestaurant.food61.com,+1 540-745-5303,mexican,,0.0,0,1,0
359e3f61-f52b-4f54-8437-279627d5ba66,little caesars,"Headquartered in Detroit, Michigan, Little Caesars was founded by Mike and Marian Ilitch in 1959 as a single, family-owned restaurant. The global chain that Little Caesars is today began with a blind date between Mike Ilitch and Marian Bayoff that was arranged by Mike's father in 1954. Within just a matter of months, the couple was married. Mike and Marian Ilitch invested their life savings into their first pizza store in Garden City, Michigan, a suburb of Detroit. The first franchise opened in Warren, Michigan in 1962. The business decision to expand through franchising paved the way for Little Caesars to become the fastest growing pizza chain in the U.S. and an internationally known brand.*Today, Little Caesars is the third largest pizza chain in the world, with stores in each of the 50 U.S. states and 27 countries and territories.",,,https://littlecaesars.com/en-us/store/1869,+1 804-271-1622,italian,salad,0.0,1,0,1
35aa00fa-37ea-444c-8ad6-9d3435b12c3c,mcdonald's,"We are monitoring all local, state and federal regulations to provide customers with contactless ordering options. While some restaurants may have dining rooms open, others are serving customers through the Drive Thru, with Mobile Order & Pay on the McDonald's App, and with McDelivery. McDonald's remains committed to following the data and science with safety as our top priority. In response to the CDC's guidance, crew and customers will be required to resume wearing masks inside U.S. restaurants in areas with high or substantial transmission, regardless of vaccination status. Masks are always required for customers and crew who are not vaccinated. In addition to performing deep cleaning, safety shields are also in place for protection.",,,https://www.mcdonalds.com,+1 804-745-2555,american,burger,0.0,1,0,0
35ac18ea-fcd9-4478-a324-b72919c247b9,hashtag pizza,,,,,+1 571-285-5516,,salad,0.0,0,1,0
35b4d3c7-0544-4b31-bd04-d896daaff31a,ward's soul food kitchen,,,,,+1 757-865-7069,,,0.0,0,0,0
35c07a7a-d085-4063-85cd-2bf78667de12,dos amigos,We set out to create a restaurant serving good Mexican food and beverages in family-friendly environment.,,,http://dosamigosoldtown.com,+1 703-664-0305,"latin, mexican",Vegetarian Friendly,0.0,0,0,0
35c11523-87a4-4204-9fd0-8356938e023a,the bunker brewpub,"The Bunker Brewpub had its grand opening September 7th 2018, however Young Veterans Brewing Company opened its doors in 2012. The Bunker Brewpub is a secondary location offering the same brewing process you would find at any brewery with an additional restaurant and live music built into it.",,,http://www.bunkerbrewpub.com,+1 757-227-4250,american,"Vegan Options, Vegetarian Friendly",0.0,0,0,0
35d6b1c5-b583-4a0c-9813-0f51b43adecc,tropical smoothie cafe,"It started on a beach in Florida. The calm gulf waters, friends enjoying games in the sand and a need for replenishment from the warm Florida sun. We started by blending fruit and vegetables together to create unique and refreshing smoothies. And customers lined up for our tasty creations. Then in 1997, we opened our first cafe in Tallahassee, Florida. Guests now had a place to sit and relax while we made their favorite smoothies, all with fresh ingredients. Two years later, we added a range of wholesome food options to complement our smoothies and our guest's day. With that, Tropical Smoothie Cafe was born. We started as a destination for flavor, and it's a proud heritage that we continue today. We are guided by a simple belief: when you eat better, you feel better. Our mission, to this day, is to inspire a healthier lifestyle by serving amazing food and smoothies...with a bit of tropical fun.",,,https://www.tropicalsmoothiecafe.com/,+1 540-785-7025,american,"salad, smoothie, Vegan Options",0.0,1,0,1
35e13ddf-11ff-4609-a649-0e0a886a75b7,vincenzo's italian restaurant pizza,Come on in and enjoy!,,,https://www.vincenzositalianrestaurant.org,+1 804-526-7440,"american, italian","Vegan Options, Vegetarian Friendly",0.0,0,1,0
35e2524b-74d7-40f5-bd7c-8ca23b828d6f,farm basket,,,,http://thefarmbasket.com/,+1 434-528-1107,american,Vegetarian Friendly,0.0,0,0,0
35e2d5e8-1f97-461c-bc69-5f19e97d2a8b,botanical plant based fare,"Plant-Based Fare, Coffee, & Cocktails",,,https://www.botanicalfare.com,+1 434-217-4496,,cafe,0.0,0,0,0
35fabca2-152c-4bc0-9dab-c32392b2962c,mario's pizza house,,https://www.facebook.com/mariospizzahouse/,,,+1 703-525-0222,american,burger,0.0,0,1,0
35fc5d95-c3f2-4ec1-9ea8-d5c64a3f4c0e,the cafe by kitchen of purpose,"The Café by Kitchen of Purpose offers a variety of sandwiches, wraps, and salads with accents that reflect our diverse community. Our local coffee is available throughout the day. 
 With each purchase you are supporting our organization and those in need in your community.",https://www.facebook.com/thecafebykop,https://www.instagram.com/thecafebykitchenofpurpose/,https://www.lacocinava.org/,+1 703-596-1557,"american, mediterranean",,0.0,0,0,1
360bc00f-ab53-43fe-8078-e6f9039a279e,java surf cafe espresso bar,"Java Surf started in 2005 and was born as a local surfer's dream to create a place where the community could come together and enjoy quality food and organic coffee & hand crafted espresso beverages. Now, on the eve of our 14th anniversary, Java Surf Cafe & Espresso Bar has gone from being a local secret to a local staple. Introducing a full alcohol menu in 2018 along with an Outdoor dining area complete with outdoor bar, Java Surf has something for everyone in a family friendly environment.",,,http://javasurf.com,+1 757-963-6600,,,0.0,0,0,1
361bee95-c9e7-453c-ace3-c1088f04ee5c,kfc,"KFC Corporation, based in Louisville, Kentucky, is one of the few brands in America that can boast a rich, decades-long history of success and innovation. It all started with one cook who created a soon-to-be world-famous recipe more than 70 years ago, a list of secret herbs and spices scratched out on the back of the door to his kitchen. That cook was Colonel Harland Sanders, of course, and now KFC is the world's most popular chicken restaurant chain, specializing in that same Original Recipe along with Extra Crispy chicken, home-style sides, and buttermilk biscuits. There are over 26,000 restaurants in more than 150 countries and territories. And you know what? There's still a cook in a kitchen in every last one of them, freshly preparing delicious, complete family meals at affordable prices.",,,https://www.kfc.com/menu/sandwiches/two-wraps,+1 434-237-2758,"american, mexican",burger,0.0,1,0,1
361c8cbe-41c1-4d18-af8f-40f482a628eb,tilted kilt pub eatery,"A Celtic themed sports pub serving food, fun, spirits and sports! ""A Cold Beer Never Looked So Good.""",,,http://tiltedkilt.com/prince-george/,+1 804-861-0480,american,"salad, pub, burger",0.0,0,0,1
3623a35c-44d0-4e7b-9156-cf78d5bf86f4,granby bistro deli,,,,https://www.granbybistroanddeli.com,+1 757-622-7003,mediterranean,deli,0.0,0,0,1
363596e3-9552-4d52-ace2-f0642e17f2dc,lin's express,,,,https://linsexpresstogo.com,+1 540-899-8812,chinese,,0.0,0,0,0
36480cba-4e94-4769-88a7-a487fdeb80f5,chipotle mexican grill,"Since our beginning in 1993, Chipotle has been committed to serving Food with Integrity and revolutionizing the fast food Industry. Our real ingredients are responsibly sourced and classically cooked with people, animals, and the environment in mind. Everything is connected.",,,https://www.chipotle.com,+1 571-533-1815,mexican,salad,0.0,1,1,1
36492f34-0db9-4163-8072-40e45ae56abc,pizza pub,,,,,+1 434-374-2080,,,0.0,0,1,1
364ebf99-dfb9-4ba8-8d6a-45307e9aad48,shakers good food drink,"Shakers Restaurant is proud to provide you the best casual dining restaurants in Central Virginia. Our restaurant location in Roanoke VA is near the Valley View Mall. If you are looking one of the top restaurants in Lynchburg with one of the best menus come visit Shakers Restaurant today. Restaurant & bar in Roanoke VA. Come as a guest, leave as a friend.",,,http://www.shakers.com,+1 540-366-4783,american,"Gluten Free Options, Vegan Options, Vegetarian Friendly",0.0,0,0,0
3656e914-63c2-4abc-b7b2-3073f9399532,mermaid winery,We focus on producing small lots of well-balanced wines using Virginia and California grapes. Our winemaking process can be viewed from the tasting bar where you can enjoy our creations.You can also choose from twelve different wine flights or select a wine from our list that features 800 wines from around the world. There is also a food menu that ranges from artisanal cheese platters to sandwiches and entrees.Please note: We have some mildly risque artwork on the walls of our dining room which may not be an appropriate environment for children.We look forward to pouring your next glass of wine! Cheers!,https://www.facebook.com/mermaid.winery,https://www.instagram.com/mermaidwinery/,http://www.mermaidwinery.com/,+1 757-233-4155,american,"Vegan Options, Vegetarian Friendly",0.0,0,0,0
3662e34a-522b-424f-bf25-d5a04c565440,buffalo philly's,"At Buffalo Philly's great tasting food is our promise. Our menu will feature products such as made to order buffalo wings as well as Philadelphia cheesesteak. Our products are 100% guaranteed fresh. Whether you choose from our 24 delicious sauces for your wings or a mouthwatering Philadelphia cheesesteak with sauteed Vidalia onions and portabella mushrooms. Buffalo Philly is a unique, high-energy restaurant concept dedicated to serving family and friends of all ages.Our mission is to provide a quality meal with exceptional value, complete with professional customer service whether dining in our relaxed, friendly atmosphere or taking the order to go or ask for delivery. We have been voted as the best Philly cheesesteak and buffalo wings in Woodbridge.",,,http://www.buffalophillysva.com,+1 540-693-1604,american,"salad, burger",0.0,0,0,0
366bf479-6d68-4798-a475-61e1df769185,louie's pizza,"Town of blackstone deliveries 30-45 minutes
 Fort Pickett 1hour- 1hr and 30minutes due to high volume of deliveries",,,,+1 434-298-0777,,,0.0,0,1,0
366fbad3-fd7c-4f53-8384-7bbcaa53090e,africanne on main restaurant,"Africanne on Main is Richmond Virginia's first restaurant specializing in West African cuisine. Established in 1995 by Chef Ida Mamusu and conveniently on Main Street in the heart of downtown Richmond, our signature dishes consistently earn high restaurant reviews and ratings and a loyal following. Africanne on Main brings the experience of African hospitality and exquisite attention to every detail of taste and nutrition. We offer: Traditional Southern, West African, Vegetarian, African Diaspora and Caribbean cuisines in a dining experience that is at once exotic and utterly comfortable and familiar. Each day, we select the freshest ingredients, including natural and healing herbs and spices, farm fresh vegetables, Halal/Kosher meats, natural teas & drinks with no added salt, trans fats, or processed sugars. Our customers appreciate our pay-by-weight buffet that allows for portion control, less waste and a customized taste experience. Africanne on Main offers award winning caterin",,,https://www.chefmamusu-africanne.com,+1 804-343-1233,african,,1.0,0,0,0
3681750c-5c1d-43d3-9b33-6ead78d0fe43,sakana sushi,,,,http://www.sakanasushihamptonroads.com/,+1 757-745-7612,"japanese, asian",Vegetarian Friendly,0.0,0,0,0
3692a857-7c2b-48de-925d-4215046ab2ff,applebee's grill bar,"Applebee's Neighborhood Grill & Bar offers a lively casual dining experience combining simple, craveable American fare, classic drinks and local drafts. Now that's Eatin' Good in the Neighborhood.",,,https://restaurants.applebees.com/en-us/va/norton/691-hawthorne-drive-ne-83044,+1 276-679-5790,american,burger,0.0,1,1,1
369326a9-e64a-4294-a24c-bc71dd638574,vocelli pizza,"To make a pizza that keeps people talking, eating, and sharing with family & friends, you have to start in the neighborhood. At least that's the way we saw it in 1988 when we opened the very first location. Founded on artisan recipes, we earned a distinct reputation for quality taste for the serious pizza eater. Starting with our daily hand-tossed dough, mixed with extra virgin olive oil, our award-winning pies are then topped with our private-labeled sauce, made from freshly-packed, vine-ripened tomatoes and covered with 100% Real Wisconsin mozzarella cheese. Each pie is then finished with only market-fresh toppings -- from the little pepperoni that cups and curls on each pizza, to snow white mushrooms and crisp green peppers, to savory pepperoni and farm fresh sausage. As a family-owned business, we know that the community is just a part of our extended family. We are involved with everything from little league teams, to school programs, and non-profit organizations.",,,http://www.vocellipizza.com/franconia_va,+1 703-921-9214,"american, italian",dessert,0.0,1,1,0
369d02bd-62e5-456f-885b-1c5e6991737c,yard house,"When the craft beer revolution started 21 years ago, Yard House had a vision - to create the largest draft beer system in the world. We took our experience with brews and breweries and coupled it with a kitchen that creates culinary innovations to be enjoyed in an energetic atmosphere.The restaurant's name was derived from an early Colonial tradition of serving 36-inch tall glasses - or yards - to weary stagecoach drivers. The age-old custom was a popular tradition in the early days of Yard House as guests drank beer from the signature three-foot glass vessel. Today, guests can sip their favorites from the half yard, pint glass, 23-ounce nonic glass and beer samplers.Equal to our passion for what's trending in beer is our interest in what's cropping up on today's innovative menus. Executive Chef Carlito Jocson is always developing new ways to fuse globally inspired flavors with favorite American dishes, giving our menu a worldly yet familiar feel.",,,https://www.yardhouse.com/locations/va/springfield/springfield-town-center/8358,+1 703-924-7345,"american, asian","Gluten Free Options, bar, Vegan Options, Vegetarian Friendly",0.0,0,0,0
36a0b595-ded1-49ef-88a7-4321556cab78,damon co,"We have been serving the Middle Peninsula since October 1991. We offer a variety of food from homemade breakfasts, seafood, burgers to hand-cut steaks and homemade desserts. Join us in our restaurant, our bar, with our large screen TV's, the outside patio or our pavilion (where you can play cornhole!)",https://www.facebook.com/damonsbar/,https://www.instagram.com/damonandcompany/,http://www.damonandco.com,+1 804-693-7218,american,bar,0.0,0,0,0
36a7c6ea-1a78-4ac4-9589-c0a0e92c5be8,ff simulation,"Founding Farmers is coming to Reston Station, a transit-friendly development for living, eating, and shopping located on the Silver Line at the Wiehle-Reston East Metro Station. Founding Farmers Reston will be a full-service restaurant and bar open seven days a week serving breakfast, lunch, dinner, and our Farmers Market Buffet Brunch on weekends. As a farmer-owned restaurant, almost all of our delicious food and drink – from our freshly baked bread and house-churned butter to our craft cocktails with our proprietary spirits – is made from scratch, using high-quality ingredients from American family farms. Our First Bake menu will also be available weekday mornings for takeaway breakfast and our specialty blend of Compass Coffee. We hope our future Reston guests will enjoy all that is Founding Farmers.",http://www.facebook.com/foundingfarmersreston/,,http://www.wearefoundingfarmers.com/location/founding-farmers-reston/,+1 703-988-7333,american,,0.0,0,0,0
36b1a121-bbac-4a35-b686-f40acf620661,dale seafood,We desire to satisfy the cravings and palates of our seafood-loving neighbors and friends!,,,http://www.daleseafood.com,+1 703-583-7788,british,,0.0,0,0,0
36c2040a-88f6-43f2-b19d-80ec266c422d,jasmine chinese cuisine and sushi,A casual fine dining Chinese restaurant with a family friendly atmosphere.,https://www.facebook.com/jasmine.cusine/,,http://jasminecuisine.com/,+1 703-737-2288,"chinese, asian",Vegetarian Friendly,0.0,0,0,0
36c468f7-b19f-4595-b344-dacbb01f8cea,starbucks,,,,https://starbucks.app.link/uwx5eqitqxb,+1 703-481-3485,american,,0.0,1,0,1
36d39af3-ed26-40df-8bd5-0fbe89dcb4fd,pizza perfect on main,,,,,+1 276-782-9000,italian,,0.0,0,1,0
36dc339f-ecec-4298-ac71-e30b184e467f,buffalo wild wings,"Award-winning Buffalo, New York-style wings in your choice of 26 sauces and seasonings.",https://www.facebook.com/buffalowildwings,,https://www.buffalowildwings.com/en/food/,+1 434-237-8111,american,burger,0.0,1,0,1
36e03ebf-8f24-4958-b5d3-b93404fd2680,big buns,"Big Buns is a ""Fine Casual"" American grill specializing in simple, gourmet inspired food that's crafted with the highest quality ingredients, made-to-order, and served with the belief that eating out should be a totally customizable experience. The best ingredients make the best food...no compromises. It's been our belief since 2007 when we opened our doors and became an instant neighborhood fixture. It's still why we do what we do today.",,,https://www.eatbigbuns.com/franklin-farm,+1 571-306-7654,american,burger,0.0,1,0,0
36ed11cf-6571-4cd4-af4e-b30c9a56ad47,volcano hibachi express,,,,http://www.volcanosushinewportnews.com,+1 757-968-5180,japanese,,0.0,0,0,0
36ed876d-0df9-4bdb-9861-8520a2f81728,bakeshop,"Family owned bakery! Cookies, cupcakes, macarons, vegan items and more. Cakes baked to order. Breakfast sandwiches and ice cream sandwiches too!",https://www.facebook.com/bakeshopva/,https://www.instagram.com/bakeshopva/,https://www.bakeshopva.com,+1 703-533-0002,american,dessert,0.0,0,0,0
36ee2531-bf9d-4604-b966-456bbb77f47b,pk's bar and grill,"A downtown favorite since 1992, PK's is where friends and good times meet.
 Now celebrating 30 years in Blacksburg, PK's is a local favorite for delicious hot wings and pizza at a great price. We also offer a wide variety of beers on tap and in bottles, as well as premium liquors and wine.
 
 You'll find local residents, professionals and students from Virginia Tech all enjoying our pool tables and dart lanes, or watching a game on one of the 23 TVs mounted around the restaurant. So whether you want to catch your favorite team or hang out with your favorite people out back on our deck, PK's has something for everyone. We can even host and cater your special occasions.",https://www.facebook.com/pksbarandgrill,https://www.instagram.com/pksbarandgrill/,https://pksbarandgrill.com/,+1 540-552-1577,american,bar,0.0,0,1,1
36f08208-435a-4d5c-98c6-1945623eb153,iron ale at wintergreen resort,,,,,+1 434-907-1657,,,0.0,0,0,0
3702a075-fb5b-4d13-abd9-34d0a11727c1,starbucks,,,,https://starbucks.app.link/uwx5eqitqxb,+1 757-480-3893,american,,0.0,1,0,1
3714733c-a49e-468d-a0ed-f74b160a1016,wendy's,"Just as we are committed to serving the best quality food every single day, we are committed to serving you during this time. Whether it's via dine-in, the drive-thru or delivery where available, we remain focused on having your back.",,,https://www.wendys.com,+1 703-437-7292,american,"salad, burger",0.0,1,0,0
37224842-726a-4c5b-b6bd-a509f1c347df,chanello's pizza,"Chanello's Pizza is a hometown favorite for delicious pizzas, subs, and wings. We're locally owned and operated so that means you get the personalized service you deserve from your neighborhood Chanello's. We also offer delivery right to your doorstep!",,,http://www.chanellospizza.com,+1 757-486-2100,italian,,0.0,1,1,0
37325120-db6c-47a0-8b37-00dd0b99fb2b,teas n you,,,https://www.instagram.com/teasnyoutea,http://www.teasnyou.com,+1 703-722-8410,asian,,0.0,0,0,0
37344e87-7837-484d-ad88-2418ce3407bb,wk hearth,"The WK Hearth is a seasonal restaurant with a focus fresh, local ingredients and beef. We take our name, WK Hearth from our brick oven and our location inside a historic farmhouse. Our atmosphere is inviting and warm created by a relaxed hospitality you will find nowhere else.We strive to offer simple, seasonal dishes that highlight all the outstanding ingredients of our local farms have to offer. We believe that wine is a pleasure best shared with good food among friends and family. We offer over 30 wines by the glass and 10 flights. All deliciously paired with our constantly changing seasonal menu.Join us for dinner, drinks and weekend brunch!",,,http://www.thewinekitchen.com/,+1 540-751-9919,,,0.0,0,0,0
374da286-51c4-4149-bba6-89b7b2832d6b,raouche cafe,Raouche Cafe opened its doors in 2007 and over the years our family owned restaurant has made great friendships from all the amazing supporters who come to enjoy an authentic taste of Lebanese cuisine.,,,http://www.raouchecafe.com,+1 703-205-9099,"halal, greek, lebanese, mediterranean","Vegan Options, Vegetarian Friendly, Halal",0.0,0,0,1
374e749e-5665-4458-9cfa-0c1a3f2dfac7,lebanese taverna pentagon,Casual Dining on-site,,,http://www.lebanesetaverna.com/restaurant-locations/lebanese-restaurant-pentagon-row-virginia,+1 703-415-8681,"american, lebanese, mediterranean",,0.0,0,1,0
375030a8-4232-4018-8457-a1d29fee6e0f,chau's cafe,,,,http://www.chauscafe.com,+1 703-724-7711,"chinese, asian, thai",,0.0,0,0,1
375718db-9486-4f29-a8b4-ee2019b0f43b,alejandro's mexican grill,,,,http://www.alejandrosmexicangrill.com/index.php/main/,+1 540-387-1420,mexican,Vegetarian Friendly,0.0,0,1,0
375c119a-2180-430f-b8ea-77a36bd59b12,pupatella,"We serve Neapolitan pizza in your neighborhood, exactly as it has been prepared for over 150 years in neighborhoods throughout Naples.",https://www.facebook.com/pupatellapizza,https://www.instagram.com/pupatella_pizza/,https://www.pupatella.com,+1 571-378-0566,"italian, neapolitan",,0.0,1,0,0
